,Player,My C Won,Hands,VPIP,BB/100,Total AF,Total AFq
428,30_Clown_30,0.01,11,27.27,4.55,,66.67
429,30b08,-40.16,1466,70.95,-136.97,1.29,34.68
430,30Dani,-0.86,10,70.0,-430.0,1.0,27.27
431,30Ninja03,3.18,100,24.0,159.0,1.62,39.39
432,31rus,0.47,23,21.74,102.17,0.33,20.0
433,322invoker322,4.17,91,60.44,229.12,1.4,35.59
434,3270060,-6.03,213,64.15,-141.55,1.76,44.78
435,32929,1.53,297,47.97,25.76,4.43,62.74
436,3298224,4.86,145,21.13,167.59,1.0,31.58
437,3299962,-0.07,8,37.5,-43.75,,50.0
438,3327724,-2.76,106,78.85,-130.19,1.27,36.84
439,35789218,6.39,872,31.99,36.64,1.07,30.63
440,3637D,-14.18,652,43.96,-108.74,1.43,40.11
441,369636963,-1.87,135,19.26,-69.26,1.92,53.49
442,36igrok3436,0.55,11,45.45,250.0,1.5,50.0
443,37.589,-13.92,1783,42.98,-39.04,1.6,37.67
444,37dima1989,-0.62,82,32.93,-37.8,1.25,34.88
445,38rus vip,-2.29,12,50.0,-954.17,0.5,25.0
446,3933407,-2.05,43,32.56,-238.37,1.2,31.58
447,396837084,-7.91,313,23.0,-126.36,2.62,52.71
448,39Oleg,-5.3,1019,36.13,-26.01,1.43,37.23
449,3_67559,-16.95,3936,25.81,-21.53,1.36,34.35
450,3_Rojo_3,-2.83,69,36.23,-205.07,2.86,55.56
451,3ABAPH0E,-0.1,7,28.57,-71.43,0.0,0.0
452,3EBC 8,-0.28,162,33.33,-8.64,1.92,54.12
453,3eker,-1.98,61,29.51,-162.3,1.2,30.0
454,3Essen89,0.87,55,50.91,79.09,1.62,47.73
455,3gls,23.72,9785,18.25,12.12,1.6,36.66
456,3implemath,-0.32,95,28.42,-16.84,2.15,50.0
457,3konelove,-2.46,24,41.67,-512.5,3.5,73.68
458,3l3v3n111,-1.05,27,70.37,-194.44,0.86,28.57
459,3NAME,-4.04,33,57.58,-612.12,2.25,50.0
460,3P1L3PT1K,1.13,18,61.11,313.89,8.0,47.06
461,3scanor,-0.09,34,17.65,-13.24,,66.67
462,3vovan3,0.1,392,32.05,1.28,0.33,15.48
463,4!eX,-2.03,60,21.67,-169.17,0.83,27.78
464,4's n' Wh0res,1.74,35,40.0,248.57,2.33,36.84
465,400-200,-0.4,12,25.0,-166.67,0.0,0.0
466,404notfound89,-2.5,60,61.67,-208.33,0.95,42.0
467,415bigb,4.81,2662,23.38,9.03,2.11,49.43
468,42-JN630,-3.5,13,69.23,-1346.15,1.0,43.75
469,420BOOTYMUNCHER,-4.1,122,37.7,-168.03,2.5,53.57
470,420IVEY,-1.28,20,25.0,-320.0,0.4,25.0
471,420stark,0.52,72,50.0,36.11,4.33,70.91
472,42Kings&Aces,0.22,41,63.41,26.83,1.44,40.63
473,45Jerry45,-1.87,26,61.54,-359.62,1.86,52.0
474,46brando,-1.47,63,25.4,-116.67,10.0,45.45
475,471108,-1.38,51,25.49,-135.29,1.8,50.0
476,47Belarus,-0.76,22,45.45,-172.73,0.0,0.0
477,47thHitMan,-7.11,205,11.33,-173.41,1.82,44.44
478,48Victor409,-0.23,82,34.15,-14.02,5.75,56.1
479,4:20 Nina,4.0,595,32.54,33.61,1.54,47.84
480,4=IRBIS=4,2.43,625,26.85,19.44,0.97,27.97
481,4contains5,-3.2,182,28.02,-87.91,1.63,39.24
482,4DASTRA,-2.0,95,46.81,-105.26,1.18,35.09
483,4E KO3blPU TYT,-2.08,149,68.46,-69.8,0.68,30.77
484,4ecH0K,-0.84,57,58.93,-73.68,2.83,58.62
485,4elyst32,-0.45,2,100.0,-1125.0,,33.33
486,4erema83,-0.71,27,22.22,-131.48,1.33,44.44
487,4estnyi_vor,-9.45,338,44.97,-139.79,2.73,54.67
488,4everHP,2.3,11,36.36,1045.45,7.0,70.0
489,4JC2,-1.6,4,100.0,-2000.0,,50.0
490,4ka0,-3.64,835,20.55,-21.8,1.32,35.38
491,4legor,0.17,58,84.48,14.66,1.29,38.57
492,4legor7,-0.88,8,62.5,-550.0,2.5,55.56
493,4lexander,0.09,34,17.65,13.24,,100.0
494,4Liverpool44,1.05,514,12.89,10.21,1.58,34.88
495,4M1R81,-3.68,6,100.0,-3066.67,0.0,0.0
496,4mago4,-0.8,16,25.0,-250.0,0.25,16.67
497,4manco,-1.85,42,52.38,-220.24,0.38,17.86
498,4miletilt,2.08,71,69.01,146.48,0.49,22.22
499,4ncienta,0.59,13,30.77,226.92,,60.0
500,4o4ya,8.85,508,28.85,87.11,2.85,55.5
501,4Oveu,-3.81,27,85.19,-705.56,1.0,34.48
502,4pfels4ft,-0.17,8,25.0,-106.25,1.0,25.0
503,4remmacs,3.37,1208,38.52,13.95,1.87,40.29
504,4SkinAllIn,1.26,224,47.32,28.12,2.48,48.32
505,4u3uk,-0.84,44,29.55,-95.45,5.0,41.67
506,4umakoff,0.07,34,26.47,10.29,1.0,30.0
507,4ymsq,-2.29,58,58.62,-197.41,5.67,53.13
508,4youallin,0.0,1,0.0,0.0,0.0,0.0
509,5 ALEXSANDR,-0.9,11,63.64,-409.09,3.0,66.67
510,50SMA,-2.12,41,70.73,-258.54,0.82,33.33
511,5150_1974,-2.26,304,18.0,-37.17,1.0,34.25
512,519Grinder24/7,3.72,3657,32.95,5.09,0.97,30.03
513,5258pb,1.8,5816,43.71,1.55,1.56,40.68
514,5311214zu,-1.54,15,80.0,-513.33,0.2,7.69
515,554407,-17.6,812,86.88,-108.37,1.48,40.0
516,555belka,-1.05,39,56.41,-134.62,0.0,0.0
517,555bylka555,1.7,6,66.67,1416.67,,80.0
518,555Vladimir555,-2.34,77,48.05,-151.95,1.2,38.71
519,55marilyn,0.11,530,37.62,1.04,1.78,47.32
520,576err,1.99,77,29.87,129.22,2.5,54.05
521,57Mark91,-1.6,44,47.73,-181.82,4.25,53.13
522,58lebaron,1.66,182,25.56,45.6,3.56,50.79
523,5AAAKKK5,0.0,1,0.0,0.0,0.0,0.0
524,5asow,-0.88,11,54.55,-400.0,1.0,30.0
525,5betshove69,-1.49,4,50.0,-1862.5,0.0,0.0
526,5ebbie,-3.6,97,28.13,-185.57,4.25,53.13
527,5FORTUNA5,-15.03,1602,29.77,-46.91,1.52,43.35
528,5gold jigsaw,0.27,2,100.0,675.0,2.0,50.0
529,5horal5,-1.95,12,33.33,-812.5,2.5,62.5
530,5horseman,-3.11,113,29.2,-137.61,2.09,46.94
531,5hrx,-3.39,159,45.57,-106.6,2.1,51.64
532,5KidsToFeed,-1.6,68,60.29,-117.65,2.27,46.3
533,5mokey8acon,-2.57,101,52.53,-127.23,1.44,37.14
534,5ncão2.0,-0.19,5,25.0,-190.0,0.0,0.0
535,5oyeH,-16.65,977,62.78,-85.21,1.16,34.36
536,5wada,-1.29,17,52.94,-379.41,2.25,64.29
537,5ychka,-0.39,66,33.33,-29.55,2.25,50.0
538,6 mafia,1.1,251,38.25,21.91,1.11,33.07
539,"6,5+SORTE",-0.43,130,42.31,-16.54,3.94,63.0
540,6-bullets,0.24,30,100.0,40.0,1.89,45.95
541,6.2l#amg,-11.67,617,48.45,-94.57,1.38,39.4
542,600carb,-1.22,1,0.0,-6100.0,0.33,25.0
543,604513,-2.0,7,71.43,-1428.57,1.5,60.0
544,60centPoker,5.65,3420,12.22,8.26,4.15,42.59
545,60münchen,-0.05,625,12.72,-0.4,2.0,40.0
546,613MJC416,-4.53,1488,27.35,-15.22,3.29,50.16
547,61_saint,-0.59,16,18.75,-184.37,0.0,0.0
548,625Kurt,1.44,45,64.44,160.0,1.06,35.42
549,6300mmR,-1.21,108,24.07,-56.02,1.75,46.67
550,63Mac,0.07,5,40.0,70.0,1.0,40.0
551,63pisti,-1.05,120,42.02,-43.75,3.62,45.31
552,64masa,-3.13,52,43.14,-300.96,1.83,51.16
553,65don,-2.26,179,57.3,-63.13,0.82,27.91
554,6666-7,-8.28,449,32.81,-92.2,1.06,34.12
555,66666212,5.89,1825,24.08,16.14,2.46,47.64
556,666borodach666,-1.17,28,75.0,-208.93,0.81,38.24
557,666dado,-1.62,191,31.75,-42.41,1.43,38.46
558,666killerman,11.66,3103,16.71,18.79,2.28,48.02
559,666kmdstyle666,-2.83,128,82.03,-110.55,0.77,30.43
560,6700classik,-1.06,164,44.17,-32.32,2.3,50.0
561,67boon,-2.39,179,65.54,-66.76,1.79,45.29
562,68 RUS469,-0.75,74,37.5,-50.68,0.44,20.59
563,69-VIPER-96,2.71,29,64.29,467.24,0.05,3.45
564,69lali69,0.02,59,79.31,1.69,3.4,60.0
565,69predato865,-3.9,104,22.12,-187.5,1.67,34.48
566,69SJ,1.55,300,23.33,25.83,3.2,52.89
567,6:41pm,-0.01,1,0.0,-50.0,0.0,0.0
568,6aceofspades66,0.73,34,38.24,107.35,1.17,35.0
569,6akc,1.41,43,61.9,163.95,2.1,51.22
570,6am600K,11.81,2571,19.34,22.97,2.17,41.57
571,6ap6apuc76,-1.21,7,57.14,-864.29,,50.0
572,6ear_Od,1.44,508,26.79,14.17,1.21,41.03
573,6mxyyy,-2.98,31,74.19,-480.65,1.6,47.06
574,6NORIAC6,-0.68,2,100.0,-1700.0,0.0,0.0
575,6oderus9,-5.95,123,65.29,-241.87,2.61,63.06
576,6rti,1.06,159,28.48,33.33,3.6,55.38
577,6u3HecMeH777,-3.94,39,41.03,-505.13,2.0,50.0
578,7&bobiq&7,-0.71,5,80.0,-710.0,1.0,25.0
579,7-semenov,3.9,277,22.83,70.4,2.29,42.39
580,70796,1.26,17,23.53,370.59,0.83,35.71
581,70PAL,-1.85,66,87.88,-140.15,0.42,17.24
582,714389,-1.6,26,76.92,-307.69,0.33,15.38
583,7182Voodoo,7.35,76,53.95,483.55,3.12,67.09
584,71Pablo,-1.31,7,71.43,-935.71,0.5,27.27
585,71TomBStonE71,-0.29,40,28.95,-36.25,6.0,50.0
586,73dmitro73,-12.6,1375,22.85,-45.82,2.12,44.01
587,74954c,-1.36,310,29.03,-21.94,1.53,35.38
588,74dna74111,-1.18,117,15.65,-50.43,6.0,46.15
589,7555507,-2.28,48,60.42,-237.5,1.14,34.78
590,75seriy,0.02,40,7.5,2.5,2.0,40.0
591,76th gender,-9.33,1750,21.14,-26.66,4.28,50.2
592,7777HIRURG7777,0.29,96,69.79,15.1,1.37,35.87
593,777alexbb,-0.68,50,50.0,-68.0,1.11,30.3
594,777alim54,-0.03,1,0.0,-150.0,0.0,0.0
595,777BAGIRA,-1.0,9,55.56,-555.56,2.5,62.5
596,777BESLAN777,-2.15,22,90.91,-488.64,0.37,20.59
597,777kaet777,-6.64,73,36.99,-454.79,1.0,34.29
598,777LEH777,-2.04,3,100.0,-3400.0,1.0,50.0
599,777martin651,1.81,402,52.5,22.51,0.92,36.42
600,777nik77769,-1.25,24,62.5,-260.42,1.11,37.04
601,777pvo777,-19.47,1513,36.46,-64.34,1.52,38.51
602,777VOLODA777,-0.37,33,27.27,-56.06,2.5,35.71
603,777vovhik777,-0.78,10,80.0,-390.0,3.5,63.64
604,77Ermak7790,-0.55,5,100.0,-550.0,,40.0
605,77iBetYouFold77,0.4,111,28.83,18.02,1.09,28.57
606,77Matus77,-3.83,204,29.7,-93.87,0.85,27.71
607,77sakutis77,0.37,6,33.33,308.33,0.5,33.33
608,77sem77444,-0.55,55,25.45,-50.0,1.33,28.57
609,78offsuit-call,6.96,146,37.67,238.36,1.64,50.0
610,78Reddington78,1.44,179,49.72,40.22,1.85,53.39
611,78Scott376,1.34,8,62.5,837.5,0.27,18.75
612,79602030403,0.94,10,60.0,470.0,1.5,50.0
613,79MAURO,0.61,24,41.67,127.08,0.67,20.0
614,7_Aleks_5,-1.6,9,44.44,-888.89,2.0,57.14
615,7and56.rus,-9.13,448,73.59,-101.9,0.37,16.14
616,7Aries777,18.19,23781,29.47,3.82,1.48,35.05
617,7arzan7,1.87,14,57.14,667.86,1.5,46.15
618,7bear-grin7,-0.8,2,100.0,-2000.0,,100.0
619,7dbl7,0.11,7,57.14,78.57,0.5,25.0
620,7deAizes,-0.77,44,36.36,-87.5,0.36,16.0
621,7franziskaner7,-5.72,5315,24.81,-5.38,1.98,33.65
622,7hpv,-3.96,111,48.65,-178.38,1.04,35.9
623,7Hrant7,-2.0,16,50.0,-625.0,1.0,30.77
624,7Immortal78,-0.52,23,30.43,-113.04,0.83,38.46
625,7jhoker7,-0.3,33,36.36,-45.45,5.0,66.67
626,7Kairat,0.27,17,58.82,79.41,0.75,23.08
627,7KIPSELI7,0.32,2,50.0,800.0,,100.0
628,7liwa1985,-1.92,1048,48.8,-9.16,1.18,33.98
629,7luckyluke7,-9.26,650,39.13,-71.23,2.0,47.7
630,7mAnmAn7,-1.02,33,54.55,-154.55,2.0,44.44
631,7Mariarty777,-2.34,62,59.68,-188.71,0.47,22.95
632,7maurice2,-1.79,14,100.0,-639.29,1.71,54.55
633,7oldkosti5,-2.77,43,41.86,-322.09,4.0,61.54
634,7oshev,2.16,142,40.14,76.06,1.79,39.53
635,7saddist7,0.03,51,33.33,2.94,3.6,62.07
636,7seasMaster,-4.77,60,56.67,-397.5,0.54,24.14
637,7skyfreeman,-0.57,352,40.29,-8.1,1.32,41.47
638,7W7I7T7,-1.13,1,100.0,-5650.0,,100.0
639,7ymbo,-9.24,578,62.89,-79.93,1.78,50.63
640,7Ziperok,-5.57,238,44.92,-117.02,3.14,61.9
641,8-16 love,1.3,463,29.16,14.04,3.37,55.1
642,83VEN,0.35,15,33.33,116.67,1.0,33.33
643,84maaxx84,-3.04,36,77.14,-422.22,0.36,14.29
644,84tureckiy,-0.01,204,24.14,-0.25,2.25,31.58
645,85704430,0.61,51,31.37,59.8,0.6,22.22
646,86millionth,-1.3,8,50.0,-812.5,4.0,57.14
647,86Sims,0.66,250,30.12,13.2,1.23,30.68
648,87Benek87,-0.73,258,28.4,-14.15,1.56,40.21
649,87gringo87,0.62,125,18.55,24.8,1.89,44.74
650,87lenno,-0.87,1,100.0,-4350.0,,100.0
651,880j_f088,0.88,20,35.0,220.0,0.33,18.18
652,888(OnEoFF)888,0.64,86,47.67,37.21,2.0,45.61
653,88837194,0.02,5,60.0,20.0,1.0,25.0
654,888evg,-1.66,3,66.67,-2766.67,2.0,66.67
655,88Aurum88,3.59,3669,25.6,4.89,1.51,40.0
656,88meat,-3.04,252,56.57,-60.32,1.48,43.84
657,88Piran88,-4.78,355,68.36,-67.32,1.62,39.75
658,88Spenser,0.09,62,29.03,7.26,4.0,42.86
659,88steel88,-0.91,6,100.0,-758.33,0.8,40.0
660,88t8,1.34,11,36.36,609.09,,75.0
661,89195019570,-1.95,11,63.64,-886.36,0.38,21.43
662,89christos89,-1.84,24,50.0,-383.33,1.33,47.06
663,89RIDERS66,0.91,162,37.04,28.09,1.2,35.64
664,8_lara_8,-5.01,102,50.0,-245.59,2.63,68.7
665,8_Smokey_8,-0.92,2,100.0,-2300.0,0.5,33.33
666,8boukiatsi,-1.49,6,83.33,-1241.67,7.0,70.0
667,8CeMapzJI6,3.23,3001,25.33,5.38,1.52,41.42
668,8ch1,4.25,36,71.43,590.28,2.12,44.74
669,8CrazyEights8,-1.12,192,26.7,-29.17,1.82,48.44
670,8deard8,0.07,21,40.0,16.67,2.33,53.85
671,8Forester8,-1.79,54,29.63,-165.74,6.0,60.0
672,8illy8lank0$$,-2.0,8,100.0,-1250.0,0.4,18.18
673,8lemurcatta8,3.46,2869,20.62,6.03,1.18,35.14
674,8MCM,-0.08,151,27.15,-2.65,3.82,60.0
675,8mimik8,1.78,1087,30.56,8.19,2.22,46.42
676,8nicole2,-1.42,21,66.67,-338.1,2.5,50.0
677,8Said8,0.54,42,54.76,64.29,3.4,56.67
678,8Sodas,0.04,3,33.33,66.67,0.0,0.0
679,8SukOut8,-5.58,29,79.31,-962.07,1.09,34.29
680,8verifier8,-0.98,8,50.0,-612.5,,60.0
681,8y6Kiki,-0.39,4,75.0,-487.5,1.5,50.0
682,9 All Inn 9,-0.03,9,11.11,-16.67,0.0,0.0
683,9 RU-igrok 1703,-0.99,4,75.0,-1237.5,0.5,33.33
684,9.995,-0.2,501,20.8,-2.0,1.91,42.66
685,902toker,-0.19,16,87.5,-59.37,3.0,45.0
686,90kiler90,-2.79,327,49.54,-42.66,1.59,41.2
687,911jp,-1.46,6,66.67,-1216.67,0.0,0.0
688,91brujo91,-2.17,188,14.36,-57.71,3.0,47.37
689,91ROBESZ91,-1.32,4,75.0,-1650.0,0.0,0.0
690,93ramzes,-0.85,119,26.89,-35.71,1.77,50.0
691,951965,-3.4,335,26.2,-50.75,4.4,51.97
692,954i,3.63,170,33.93,106.76,1.95,51.39
693,966355,-11.98,897,45.57,-66.78,1.94,48.82
694,9672947,-1.68,21,71.43,-400.0,0.58,25.93
695,96CARL0S,0.23,14,35.71,82.14,2.5,55.56
696,97RoP,-2.33,41,56.1,-284.15,1.67,45.45
697,982163,-0.58,5,60.0,-580.0,0.0,0.0
698,98mateo98,-0.51,34,41.18,-75.0,4.33,61.9
699,999Ayaz,-1.83,96,34.38,-95.31,2.25,42.86
700,999ksyuha999,-0.48,20,30.0,-120.0,1.0,25.0
701,999TYZ999,-1.23,132,59.69,-46.59,1.21,36.94
702,99_lkS_99,-10.47,423,40.38,-123.76,3.04,61.26
703,99_vpa_99,-0.53,103,22.77,-25.73,1.56,45.16
704,99aleksan100,-2.92,367,71.31,-39.78,1.53,43.26
705,99Coja,-1.86,43,33.33,-216.28,4.0,75.0
706,99jackjack99,-2.37,108,34.58,-109.72,1.28,45.1
707,9Black3,-0.59,115,10.43,-25.65,1.0,18.18
708,9Gocha,-2.96,30,65.52,-493.33,0.83,23.81
709,9I_R,0.02,13,7.69,7.69,,100.0
710,9jackislive,2.94,174,53.45,84.48,3.65,56.36
711,9kaa,4.83,881,45.14,27.41,1.18,35.04
712,9livessy,-3.89,48,68.75,-405.21,1.42,56.06
713,9maximos9,-0.93,136,31.11,-34.19,2.25,42.86
714,9RikkiTikkiTavi,-0.48,345,39.71,-6.96,1.83,40.25
715,9roma9,-2.58,16,50.0,-806.25,0.2,10.0
716,9zocker9,-10.78,657,22.87,-82.04,3.24,60.67
717,<!>E H P ! P,7.87,3304,13.69,11.91,1.55,36.96
718,<3Jordo<3,-0.8,7,42.86,-571.43,1.5,60.0
719,<linus:€>190,-0.78,17,50.0,-229.41,2.0,50.0
720,<shpillivoito>,-1.51,35,57.14,-215.71,0.27,13.64
721,?277387,-0.05,112,35.71,-2.23,1.72,54.39
722,@ Daniil@889999,0.09,49,75.0,9.18,5.71,75.47
723,@_k!k!mora_@,-0.84,293,26.64,-14.33,1.39,35.56
724,@Anestesico_,-2.63,95,18.09,-138.42,1.62,44.83
725,@FMPHOTORU,0.01,5,20.0,10.0,0.0,0.0
726,@HomeDad29,0.63,126,56.8,25.0,1.08,39.05
727,@jessejced,-10.16,587,43.0,-86.54,1.89,48.2
728,@LUCASB4RR,0.08,26,30.77,15.38,1.0,41.67
729,@m@rjit78,-0.8,14,57.14,-285.71,1.25,38.46
730,@mirelpana,-5.0,73,45.83,-342.47,1.0,26.67
731,@moon33823,-9.06,84,64.63,-539.29,1.29,45.45
732,@nj@0601,-2.32,88,63.64,-131.82,0.72,19.7
733,@noesis69,0.39,64,33.33,30.47,1.91,53.85
734,@Nubik@511,-0.2,3,33.33,-333.33,1.0,50.0
735,@Ora@61,-0.1,2,50.0,-250.0,0.0,0.0
736,@rielito12,0.78,9,22.22,433.33,0.5,20.0
737,@SAPRISSA@8,-0.22,79,7.59,-13.92,3.0,30.0
738,@set19891126,-0.13,35,58.82,-18.57,4.33,54.17
739,@strategy82,-7.79,33,48.48,-1180.3,18.0,75.0
740,@Tarcisio Alves,-0.6,241,53.11,-12.45,1.03,26.45
741,@THEUNREALJJ,2.02,132,59.23,76.52,1.22,41.53
742,@tolya@165,0.48,63,59.68,38.1,0.89,37.31
743,@vampirin2236,-2.64,44,70.45,-300.0,1.21,45.1
744,@VulgoLim,-21.02,445,51.24,-236.18,1.2,39.77
745,@Woodburtini,0.97,88,43.02,55.11,0.82,31.82
746,[3G]Bagpuss,-1.79,86,40.0,-104.07,3.83,53.49
747,[kosari777],-0.06,128,29.13,-2.34,3.0,58.06
748,[SeDoY]265,4.72,571,35.69,41.33,1.89,41.43
749,[Tula]Fantom,1.63,2396,30.6,3.4,1.14,32.67
750,\\Luan LsN//,1.15,447,72.17,12.86,0.93,32.39
751,]3ateman,2.56,7,57.14,1828.57,0.0,0.0
752,^2ko0l^,-1.0,2,50.0,-2500.0,1.0,50.0
753,_-BATRIM-_,0.11,4,25.0,137.5,,100.0
754,_470M_9,-1.11,21,52.38,-264.29,2.2,52.38
755,___Bunny9082,0.83,10,50.0,415.0,0.75,33.33
756,___y94_,6.56,520,22.16,63.08,2.4,53.04
757,__ivy__kate,-6.35,373,78.32,-85.12,2.53,49.77
758,__Romeo_1363,0.06,13,61.54,23.08,1.5,33.33
759,_ALF_949,-0.92,859,62.11,-5.36,1.36,41.03
760,_braun542,0.35,14,35.71,125.0,1.0,33.33
761,_charly1988d,1.12,67,30.3,83.58,7.0,58.33
762,_dcpow_,-0.36,6,33.33,-300.0,1.0,40.0
763,_DimasH_1974,9.28,2067,27.36,22.45,1.63,37.5
764,_HAZARTA_925,-1.56,35,37.14,-222.86,0.6,20.0
765,_iskandeker_,0.74,123,36.67,30.08,4.62,60.66
766,_ivanzovskiy,-1.16,3,66.67,-1933.33,0.0,0.0
767,_jusazevedo,1.63,94,36.17,86.7,2.15,50.91
768,_lightaway_,0.06,19,26.32,15.79,2.0,57.14
769,_LucasDT_11,1.68,31,73.33,270.97,4.0,53.33
770,_Major_E_18_,-4.08,174,10.34,-117.24,2.33,48.28
771,_nur_der_Percy_,-0.01,13,84.62,-3.85,0.2,8.33
772,_pr1c@rd0_,-1.85,562,31.55,-16.46,2.13,41.18
773,_RizLLLa,-6.09,353,51.0,-86.26,1.55,34.6
774,_S_aRTem_ON_,-0.83,16,31.25,-259.37,0.67,25.0
775,_SEÑ0RPOKER_,-1.78,145,18.75,-61.38,0.86,30.0
776,_Sheyx_001,-0.82,5,60.0,-820.0,0.5,25.0
777,_sibboleth,0.86,16,31.25,268.75,2.5,62.5
778,_timurguriev_,3.38,23,78.26,734.78,1.89,58.62
779,_ZE_575,0.12,2,50.0,300.0,,100.0
780,_|Ru$$kiy001,2.73,19,52.63,718.42,3.33,62.5
781,A capp419,-21.1,540,51.86,-195.37,1.75,50.25
782,a kisling,0.08,12,33.33,33.33,,50.0
783,A r t e m s 49,0.7,594,37.48,5.89,1.8,41.32
784,a$tap_4iK,0.22,152,35.76,7.24,3.27,51.43
785,A-Sedlbauer,-2.25,32,56.25,-351.56,0.75,23.08
786,A-SUited-joKER,0.11,3,33.33,183.33,,100.0
787,A. Ivanov71,-0.13,11,18.18,-59.09,0.0,0.0
788,A. Nesteruk,1.94,110,23.64,85.0,1.73,45.61
789,A..Y ANAEL,-2.0,14,50.0,-714.29,,60.0
790,A.A.K.1950,0.25,93,29.35,13.44,1.9,45.24
791,A.Alencar91,0.2,173,24.12,5.78,2.43,52.31
792,A.Anikin,0.41,7,50.0,292.86,,100.0
793,a.bo4arik,8.22,1641,20.47,25.05,2.29,47.6
794,a.d.romashov,-0.83,5,60.0,-830.0,0.5,25.0
795,A.DOD4,-17.21,3006,22.8,-28.63,1.08,28.69
796,a.fantis,-0.22,30,60.0,-36.67,4.0,57.14
797,A.Fraanco,-0.24,15,33.33,-80.0,3.0,42.86
798,A.Gavrilov.ss,1.85,302,43.38,30.63,1.05,34.91
799,A.J.R.FULL,-1.57,95,44.21,-82.63,1.53,39.66
800,A.P.111982,-0.87,3,100.0,-1450.0,0.0,0.0
801,A.Ples1994,2.22,209,42.58,53.11,3.04,53.9
802,a.shatov,0.04,27,37.04,7.41,1.67,52.63
803,A036AA,-1.82,33,50.0,-275.76,0.5,25.0
804,A1890293861,2.1,66,57.58,159.09,1.71,40.68
805,A198802,1.9,20,45.0,475.0,2.5,52.63
806,A1D0M0,-7.38,272,53.51,-135.66,3.19,66.08
807,A1eksey-87,-1.11,31,41.94,-179.03,1.83,61.11
808,a21b4,0.7,23,30.43,152.17,0.5,28.57
809,a2855,-7.35,141,46.76,-260.64,1.3,32.91
810,a3b2c1r,-1.64,278,30.58,-29.5,2.07,44.44
811,a3og,-2.0,80,41.77,-125.0,0.37,17.95
812,a3u3official,-1.4,13,76.92,-538.46,1.0,22.22
813,a552ka93rus,-1.52,28,28.57,-271.43,,57.14
814,a61777777,1.38,827,34.39,8.34,2.31,49.11
815,A853,-0.09,65,46.03,-6.92,1.62,39.39
816,A@K@Q@J@10@Q,-4.06,182,34.07,-111.54,1.83,40.74
817,a_astapov.88,-2.85,94,48.39,-151.6,13.5,55.1
818,a_ermkv515,-0.27,5,75.0,-270.0,1.0,20.0
819,A_Kenny_A,11.39,2796,44.2,20.37,0.95,28.99
820,a_tonis6,-1.72,696,41.85,-12.36,1.87,47.75
821,A_twentyeight_R,-2.53,348,28.03,-36.35,1.21,31.06
822,AA Cepera AA,28.5,5729,8.44,24.85,0.59,13.67
823,AA Evil,-5.48,148,34.46,-185.14,1.78,50.62
824,AA Hunting,-0.02,2,0.0,-50.0,0.0,0.0
825,AA SOHA AA,-2.0,34,55.88,-294.12,1.5,39.13
826,AA--VEGAN--AA,-1.55,174,31.03,-44.54,1.68,49.33
827,AA-R.I.P-AA,3.35,261,23.26,64.18,1.12,32.95
828,AA1k0,1.69,801,30.73,10.55,1.55,38.17
829,aa9191,2.43,957,32.04,12.7,0.88,31.02
830,AA_KARAK_AA,2.74,1430,28.54,9.58,1.09,29.87
831,AA_Ricky_AK,-1.39,2,100.0,-3475.0,0.0,0.0
832,aaa63830200,-2.55,31,54.84,-411.29,0.64,29.17
833,aaa77777aaa,-0.27,181,43.02,-7.46,1.25,40.18
834,aaaa1234567890,-0.8,6,50.0,-666.67,1.0,50.0
835,Aaaaaarrbb,-8.22,239,56.49,-171.97,3.11,51.66
836,Aaaaabaa,-1.37,24,58.33,-285.42,0.89,34.78
837,aaaaaxxiiiii,-0.02,1,0.0,-100.0,0.0,0.0
838,aaaallleex525,-0.91,28,28.57,-162.5,5.5,68.75
839,AAAAlpen2020,0.09,13,61.54,34.62,7.0,63.64
840,aaaandiu,-0.44,808,31.93,-2.72,2.3,47.8
841,aaaikb,-0.34,12,58.33,-141.67,,60.0
842,AAAJACKAAA,-0.57,26,50.0,-109.62,1.33,32.0
843,AAAliKKK,-4.74,613,24.79,-38.66,1.5,39.32
844,aaantonoff,-4.0,9,88.89,-2222.22,1.67,62.5
845,AAAVVV77,18.84,4768,32.23,19.76,1.85,40.66
846,AAB59,-5.88,808,16.0,-36.39,1.74,35.76
847,aabraz,-1.46,29,64.29,-251.72,0.33,17.24
848,aackme,2.68,376,46.52,35.64,1.86,51.05
849,Aadalbert,-1.21,115,18.26,-52.61,2.12,43.59
850,AADen29,-2.0,45,25.0,-222.22,0.56,29.41
851,AAGamerAA,-5.27,211,38.86,-124.88,1.14,41.0
852,aaharper,0.02,97,45.36,1.03,2.36,52.38
853,AAKKQJ10,-1.59,97,37.11,-81.96,4.0,60.61
854,Aaleks111,47.74,4514,23.28,52.88,2.83,52.36
855,AAloktevAA,-0.54,209,35.1,-12.92,1.52,40.43
856,Aam_1923_32,-4.2,152,30.92,-138.16,0.82,16.67
857,AAN1973,-6.35,300,51.67,-105.83,0.85,34.16
858,AApalestraAA,-4.06,1891,18.0,-10.74,1.91,35.59
859,AARaiseman,8.99,1021,25.59,44.03,2.01,45.82
860,AArelav,-3.15,99,42.42,-159.09,2.64,49.15
861,aarkel01,-1.27,5,100.0,-1270.0,1.0,42.86
862,Aarni35,-1.91,2,50.0,-4775.0,3.0,75.0
